x,y,Cluster_ID
9.571969,9.476478,7
9.594142,9.556956,7
9.624141,9.641006,7
9.628316,9.599089,7
9.911323,9.549924,7
9.963581,9.583223,7
9.981809,9.476614,7
7.4777093,8.247944,7
7.439781,8.198462,7
7.4244037,7.9935246,7
7.4856567,7.9585667,7
7.419036,8.260535,7
7.565445,8.354696,7
7.8048987,8.689838,7
8.217353,9.050448,7
8.454188,9.261567,7
8.53388,9.359482,7
8.652477,9.403511,7
8.732731,9.526049,7
8.766445,9.589791,7
8.8425255,9.611486,7
8.851158,9.641572,7
8.929365,9.667387,7
8.943314,9.666884,7
8.595418,9.517776,7
8.0257,9.243369,7
7.5196714,8.873177,7
7.292851,8.515916,7
7.2169113,8.615691,7
7.348731,8.574893,7
7.870953,8.568941,7
8.214851,8.715242,7
8.258382,8.726703,7
8.253597,8.732236,7
8.288795,8.775101,7
8.367182,8.802238,7
8.460816,9.091217,7
8.635709,9.230741,7
8.74193,9.419992,7
8.672313,9.591872,7
8.6514845,9.588884,7
8.372005,9.620732,7
8.053301,9.543176,7
7.7130017,9.170494,7
7.6924977,9.149766,7
7.7056346,9.166854,7
7.8251944,9.225312,7
7.8884296,9.258395,7
7.8698397,9.293978,7
7.2032065,8.976838,7
7.073482,8.631227,7
7.0637984,8.425652,7
7.187501,7.83557,7
7.1419053,7.2903256,8
7.144883,7.1703496,8
7.3053226,7.2344375,8
7.663655,7.2967796,7
8.663394,10.225853,7
8.675024,10.353266,7
8.82183,10.373388,7
8.843856,10.3985195,7
8.737833,3.5987408,3
8.264756,3.8306148,3
7.862097,3.9729013,3
7.7349515,4.1164136,3
7.6903415,4.1607337,3
7.7379313,4.175831,3
8.028072,4.264293,3
8.40377,3.8558698,3
8.67267,3.6874828,3
8.856574,3.5488327,3
8.859788,3.463685,3
9.053542,3.378146,3
9.107778,3.4135883,3
9.078154,3.3773434,3
9.099386,3.3369577,3
7.3937025,8.263217,7
7.410313,8.194926,7
7.307478,8.3804455,7
7.2783456,8.641389,7
7.191747,8.671746,7
7.468665,8.881921,7
7.802424,9.219223,7
8.284373,10.049218,7
8.448497,10.020764,7
8.485954,9.944461,7
8.536382,9.88556,7
8.496495,9.867162,7
8.391003,9.764454,7
8.257023,9.718287,7
8.068981,9.749369,7
7.9248266,9.823486,7
7.8533797,9.842184,7
6.980643,9.427211,7
6.757255,9.288619,7
6.730965,9.161152,7
6.677358,9.154555,7
6.8504386,9.613057,7
6.9505463,9.868202,7
7.349527,10.040468,7
7.8935323,10.148638,7
8.422847,10.285441,7
8.53005,10.374237,7
8.549963,10.432758,7
8.580651,10.459242,7
8.17879,10.446939,7
7.5239367,10.010763,7
7.0643287,9.652134,7
6.558238,9.155396,7
6.7159295,8.98346,7
7.0814476,8.869026,7
7.366985,9.119064,7
8.050487,9.41954,7
8.408699,10.206735,7
8.512253,10.400888,7
8.377329,10.426755,7
7.9650855,10.306745,7
7.5454755,10.025228,7
6.6445537,9.299958,7
6.5255938,9.193728,7
6.552202,9.071152,7
6.6935973,9.101492,7
7.030813,9.305878,7
9.279415,8.411763,7
9.300585,8.642068,7
9.326569,8.707346,7
9.315851,8.757157,7
8.648775,10.070155,7
8.620172,10.135386,7
8.582948,10.176769,7
8.560037,10.201383,7
8.53373,10.222303,7
8.498055,10.193914,7
8.5014925,10.187275,7
8.423625,10.119958,7
8.219468,9.923665,7
7.738399,9.824848,7
7.0317807,9.406222,7
6.8493624,9.380217,7
6.7294097,9.484045,7
6.7427387,9.514821,7
6.7900667,9.85523,7
6.781769,10.091958,7
6.817276,10.135016,7
6.8483686,10.163308,7
6.780821,10.145526,7
6.811983,10.12685,7
6.78876,10.124116,7
6.8169594,10.127662,7
6.797094,10.085022,7
6.910934,10.097012,7
7.2475996,9.963719,7
8.057062,10.112224,7
8.342381,10.179132,7
8.390151,10.344731,7
8.502125,10.410608,7
8.289333,10.398061,7
7.7713223,10.204677,7
6.9725027,9.428908,7
6.9428334,9.420281,7
6.9588194,9.432201,7
7.0329356,9.462868,7
8.062595,10.189287,7
8.413116,10.334028,7
8.399165,10.403604,7
8.358818,10.387849,7
8.268382,10.38641,7
7.968748,10.303132,7
6.9403706,9.521356,7
6.5959625,9.294494,7
6.5628767,9.208268,7
6.539005,9.16406,7
6.6848288,9.205862,7
6.9236236,9.525896,7
7.7849216,10.121012,7
8.140906,10.260836,7
8.15655,10.314779,7
8.101913,10.33984,7
7.924135,10.293504,7
7.283365,9.798204,7
6.608947,9.264972,7
6.516277,9.215344,7
6.550963,9.146996,7
6.739246,9.273991,7
6.981205,9.420627,7
7.1403623,10.003115,7
7.280541,10.0941,7
7.25327,10.131454,7
7.111722,10.20526,7
6.897597,10.225285,7
6.8870993,10.182422,7
7.0620465,10.058229,7
7.6775737,10.067988,7
8.051719,10.173865,7
8.120441,10.176148,7
8.199696,10.157168,7
8.241436,10.246178,7
7.7704587,10.127412,7
7.0388823,9.532759,7
6.871148,9.394696,7
6.8409204,9.127997,7
7.2317486,8.65754,7
7.6817274,8.452712,7
9.63832,9.210875,7
9.573202,9.304579,7
9.605318,9.339058,7
9.520702,9.435101,7
9.473514,9.521202,7
9.467569,9.536924,7
8.600514,9.450344,7
8.196437,9.111858,7
8.166326,9.096254,7
8.118884,9.09864,7
8.110281,9.152338,7
8.407382,9.242506,7
8.800852,9.489731,7
8.955062,9.584159,7
8.9380245,9.588968,7
8.8906765,9.617466,7
8.640954,9.594625,7
8.412921,9.535831,7
8.098376,9.354949,7
7.7660627,9.109426,7
7.63004,9.020734,7
7.6476026,9.041301,7
7.855978,9.136927,7
8.329863,9.289432,7
9.229966,9.559953,7
9.384409,9.592067,7
9.376947,9.613563,7
9.287151,9.566955,7
9.191154,9.593772,7
8.970011,9.574613,7
8.650001,9.573328,7
8.43546,9.447959,7
8.353754,9.482143,7
8.065784,9.336004,7
3.034516,8.094542,1
3.0232592,8.006158,1
3.1226003,7.793967,1
3.1561248,7.5785303,1
3.4072995,7.3063326,1
4.0527434,6.850322,1
4.1825967,6.7612047,1
4.2730417,6.666888,1
4.3652797,6.5961733,1
4.424945,6.559774,1
4.501125,6.4842477,1
4.561777,6.389418,1
4.498734,6.28821,1
0.90716535,5.993571,9
-0.6125013,4.7405963,9
-0.66628534,4.5321736,9
-0.6743183,4.41684,9
-0.6586222,4.3978686,9
-0.7052758,4.363643,9
-0.7377195,4.33878,9
-0.70292205,4.374853,9
-0.7009065,4.33028,9
-0.48024777,4.155496,4
-0.026733065,3.805978,4
0.15872535,3.682817,4
0.25702095,3.6131546,4
0.34391612,3.587704,4
0.2895763,3.6246963,4
0.18155836,3.6489084,4
0.027411377,3.7325761,4
-0.094549365,3.7476876,4
-0.13625097,3.7763226,4
-0.12826735,3.793836,4
-0.107484415,3.7817082,4
-0.04561806,3.7671058,4
0.02236941,3.7567844,4
0.06102873,3.7850375,4
0.09408218,3.7906334,4
0.096058354,3.9253397,4
0.07962989,4.2447853,4
0.026297916,4.4973316,4
0.050944753,4.948424,9
0.03725449,5.113293,9
0.11793933,5.210925,9
0.13384798,5.2868314,9
0.22905003,5.3732443,9
0.40483227,5.4587955,9
2.306839,7.204654,1
2.588825,7.269949,1
2.9014854,7.2368946,1
3.0559516,7.1658535,1
3.0188043,7.0769587,1
1.2967385,5.33823,1
0.6165081,5.278111,9
0.3181724,5.3532724,9
0.17101249,5.3997536,9
0.11171491,5.3052173,9
0.12670083,5.3201456,9
0.52383864,5.876512,9
1.034397,5.939368,9
2.4476013,7.220138,1
2.789915,7.3011985,1
3.0985615,7.2583184,1
3.1127975,7.195343,1
3.1573274,7.2347875,1
4.076047,7.832204,1
4.0494466,7.948372,1
4.025579,7.982798,1
4.0365777,7.934096,1
4.093743,7.536842,1
4.1210203,7.0784645,1
4.1012,6.909214,1
4.185281,6.7930803,1
4.2788396,6.674251,1
4.371747,6.5855236,1
4.46322,6.545849,1
4.5588107,6.4527144,1
8.073615,5.399155,8
8.165001,5.1933928,1
9.357323,4.3842454,3
9.706519,3.8124099,3
9.696108,3.7759092,3
9.757656,3.6966612,3
9.799772,3.683574,9
9.872823,3.6649044,9
0.3504953,6.454672,9
0.51764035,6.3889017,9
1.201861,6.5346937,9
2.2908046,7.5424867,1
2.473098,7.857201,1
2.6677935,8.148151,1
2.6990159,8.583751,1
2.6119063,9.274338,1
2.2658973,9.6561775,1
2.153539,9.712873,1
2.062339,9.765285,1
6.874508,7.0841656,8
7.032968,7.002198,8
7.0606694,6.908012,8
7.0637894,6.9377203,8
7.074436,6.9323416,8
7.0664964,6.848673,8
7.063809,6.886529,8
7.0828266,6.8729653,8
7.085871,6.8461804,8
7.0930953,6.835353,8
7.1132984,6.8237,8
7.2130938,6.663755,8
7.224333,6.612089,8
7.291055,6.5427628,8
7.266163,6.550604,8
7.3377643,6.4995756,8
7.4409904,6.3956695,8
7.544439,6.3151307,8
8.438022,5.6984034,8
8.927968,5.2939796,8
9.186293,4.991217,8
9.250588,4.8155594,3
9.361711,4.5893035,3
9.535908,4.316269,3
9.530081,4.047603,3
9.524842,4.067681,3
9.472797,4.0713315,3
9.542906,4.196325,3
9.642414,4.60486,3
8.655635,5.3606644,3
8.65714,5.356406,3
8.963287,5.2475996,3
9.073494,5.234138,3
9.065868,5.120138,3
9.236494,4.62187,3
9.3807335,4.410078,3
9.507098,4.124,3
9.6457815,3.8602881,3
9.688642,3.816345,3
8.812025,4.711664,3
8.796572,4.7983685,3
8.909449,4.9656186,3
9.082043,5.1552362,3
9.083488,4.789489,3
9.357849,4.371422,3
9.453229,4.1363745,3
9.489988,4.048998,3
9.462598,4.0024276,3
9.389949,4.0713716,3
8.778331,5.0137906,3
8.969456,5.2384033,3
8.996225,5.2938952,3
9.130849,5.29874,8
9.183769,5.211883,3
9.331933,4.550761,3
9.410827,4.0530696,3
9.582506,3.8028018,3
9.482966,3.670601,3
9.508048,3.627725,3
9.4349575,3.5456817,3
9.369523,3.474657,3
8.3565035,4.221952,3
8.161094,4.258376,3
7.87566,4.1640677,3
7.7900395,4.2294707,3
7.785098,4.249669,3
8.079962,4.4695826,3
8.178007,4.639,3
8.283174,5.092757,3
8.360482,5.2796726,3
10.331348,7.702993,0
10.300265,7.7747364,0
10.333281,7.8644967,0
10.330888,7.877717,0
10.241569,7.8359685,0
10.229052,7.7528715,0
9.311827,5.6699176,8
9.127283,5.5730743,8
8.983073,5.5514207,8
8.998531,5.541164,8
9.169966,5.3293204,3
9.410391,4.4408684,3
9.396148,4.313436,3
9.466752,3.788002,3
9.342529,3.5573397,3
9.307945,3.4939697,3
9.254417,3.4486542,3
8.233763,3.9931848,3
7.973486,4.054023,3
7.8391547,4.0804596,3
7.787966,4.1376014,3
7.834804,4.2065706,3
8.227477,4.4364514,3
8.598871,4.612511,3
8.838544,4.6391535,3
8.946428,4.6727576,3
8.874516,4.647065,3
8.886333,4.735881,3
8.813381,4.781644,3
8.823849,5.6474137,8
8.926843,6.2563257,8
9.17049,6.900857,8
9.34517,7.092678,8
9.205013,6.991324,8
9.062964,6.930683,8
9.084031,6.87859,8
9.039636,6.867375,8
9.042377,6.7350507,8
8.979896,6.63736,8
8.877996,6.135726,8
9.206822,5.4296556,8
9.29526,5.0094085,3
9.556189,4.552238,3
9.694596,4.4183493,3
9.692746,4.393956,3
9.695727,4.381843,3
9.707789,4.5208893,3
9.316607,5.2429023,3
9.133395,5.3616624,8
9.176598,5.385758,8
9.236129,5.2778244,8
9.332858,5.0104694,3
9.538159,4.573362,3
9.703811,4.393311,3
9.77805,4.2023344,3
9.825274,4.161647,3
10.455896,5.1106644,8
10.482555,5.191236,8
10.221018,5.52651,8
10.140169,5.68534,8
10.353445,5.7737083,8
11.171305,5.638659,6
11.373298,5.6637597,6
11.827067,5.7915397,6
12.080192,5.7477684,6
12.174729,5.8117046,6
12.125305,5.737587,6
12.136215,5.7487454,6
12.141929,5.7235246,6
12.089795,5.681798,6
11.097173,5.34875,6
10.133606,5.6295085,8
10.0766115,5.6257014,8
10.046096,5.620769,8
10.067943,5.609629,8
10.225074,5.6619053,8
11.077531,5.6130495,6
11.513848,5.769897,6
11.677922,5.8751287,6
11.997133,5.838775,6
12.150171,5.8268914,6
12.100872,5.878487,6
12.075816,5.820635,6
11.151153,5.403558,6
10.077811,5.81785,8
10.032116,5.7248964,8
10.008964,5.677675,8
10.073242,5.6179404,8
10.195787,5.6133614,8
11.029076,5.6104507,6
11.308347,5.590779,6
11.4110985,5.5765967,6
11.380248,5.5296664,6
11.2209635,5.5094037,6
10.295423,5.6671753,8
10.312255,5.5881386,8
10.386774,5.5261917,8
10.8806095,5.512508,6
11.459084,5.6981277,6
11.77054,5.9026327,6
12.119597,6.1435146,6
12.204887,6.090443,6
12.238133,6.1197033,6
12.232641,6.0779333,6
12.2016945,5.8892255,6
12.010548,5.6809416,6
11.105939,5.319551,6
9.888561,5.2376323,8
9.935037,5.2389507,8
9.825145,5.19991,8
9.956477,5.2792053,8
10.285947,5.468528,8
11.243656,5.580668,6
11.410123,5.724057,6
11.563497,6.0099626,6
11.905247,6.0904555,6
12.067609,6.059164,6
12.152803,6.145357,6
12.038829,6.268546,6
12.13845,6.2940392,6
11.3907385,6.9846826,6
9.945421,6.409261,8
9.331417,6.4622316,8
8.742608,6.45444,8
8.640856,6.3956637,8
8.733622,6.2701902,8
8.9834585,6.120024,8
9.758965,5.9810433,8
10.183266,6.2964616,8
10.228997,6.3294883,8
10.236089,6.3131967,8
10.290139,6.3639364,8
10.322926,6.360513,8
10.305164,6.354275,8
10.313073,6.363226,8
10.3703375,6.375281,8
10.3387985,6.4315686,8
10.360266,6.4408674,8
10.372346,6.5732265,8
10.358325,6.5475316,8
10.397431,6.564156,8
10.5356045,6.49378,8
11.334135,6.483048,6
11.724119,6.4281254,6
11.906518,6.14978,6
12.027746,5.8940597,6
12.041434,5.827369,6
10.803451,5.302598,6
10.5351305,5.254883,8
10.424825,5.285368,8
10.208351,5.331156,8
10.409129,5.469892,8
10.816729,5.6172423,6
10.849374,5.6431026,6
10.815396,5.6754518,6
10.705149,5.7435718,8
10.543446,6.074214,8
10.456998,6.294825,8
10.465601,6.2570753,8
10.530958,6.306864,8
10.943197,6.422065,6
11.296009,6.6050477,6
11.545686,6.9743524,6
11.595539,7.020922,6
11.597824,7.0603113,6
11.595832,7.0701675,6
11.6578665,7.1915655,6
11.680863,7.2418046,6
11.725061,7.1378474,6
11.729883,7.1236615,6
11.71917,7.15372,6
11.718671,7.1804924,6
11.711116,7.177945,6
11.800031,7.0762544,6
12.241884,6.369378,6
12.32092,6.355052,6
12.305766,6.208252,6
12.310364,6.2028236,6
12.27437,6.141768,6
12.231868,6.0665326,6
11.852437,5.570336,6
9.635231,5.0938773,3
9.748364,5.1467996,8
9.755797,5.1610236,8
9.7559395,5.1617937,8
9.686336,5.105069,8
9.512276,4.8643446,3
9.575882,3.9915996,3
9.717178,3.917485,3
9.710816,3.8930504,3
9.862732,4.0060887,3
9.57231,5.486617,8
9.456748,5.6494246,8
9.518092,6.255552,8
9.412461,6.536521,8
9.308916,6.7380457,8
11.271162,7.358875,0
11.377275,7.365945,0
11.591041,7.395272,0
11.59005,7.413643,0
11.559496,7.521326,0
11.53799,7.482738,0
11.344709,7.701052,0
8.94118,7.3872495,8
8.800228,7.233782,8
8.876377,7.16631,8
8.841112,7.1159234,8
8.887519,7.082562,8
9.167013,7.053624,8
9.35543,7.059562,8
10.103897,7.705675,0
10.393941,7.854713,0
10.501328,7.8476753,0
10.527483,7.86835,0
10.5872755,7.8588934,0
10.582512,7.9113135,0
10.625067,7.8851566,0
9.352781,5.7265844,8
9.295384,5.759089,8
9.315827,5.78901,8
9.308625,5.7568893,8
9.316234,5.7910213,8
9.324246,5.873615,8
9.297343,5.837336,8
8.830725,7.122552,8
8.834954,7.105888,8
8.84465,7.1048775,8
8.881024,7.0898094,8
9.019195,7.038513,8
9.347436,7.0414004,8
9.461346,7.112341,8
9.510059,7.2044616,8
9.495356,7.2693133,8
9.622184,7.4140463,8
9.924834,7.6096506,8
10.255449,7.807538,0
10.445902,7.8524127,0
10.499959,7.8875184,0
10.523939,7.9123816,0
10.630815,7.913968,0
10.835804,8.064163,0
11.124016,8.337212,0
11.290114,8.42717,0
11.401619,8.442458,0
11.498722,8.464806,0
11.342868,8.456856,0
11.276696,8.436171,0
11.387863,8.376953,0
11.369105,8.390054,0
11.397398,8.389707,0
11.407724,8.418071,0
11.381111,8.479347,0
11.386562,8.522243,0
11.29755,8.499279,0
11.167173,8.52429,0
11.108168,8.531806,0
9.127963,7.6873884,0
8.965375,7.7072577,0
8.842422,7.6229362,8
8.780531,7.571332,8
8.68693,7.3813653,8
8.675535,7.351528,8
8.803138,7.1860175,8
8.838227,7.1859236,8
8.857734,7.2098107,8
9.216892,7.193647,8
9.416756,7.250475,8
9.7666855,7.523486,8
10.067502,7.716455,0
10.102645,7.798147,0
10.230474,7.9223895,0
10.292733,7.9792023,0
10.348921,8.038385,0
10.348773,8.122822,0
10.811808,8.393482,0
11.119331,8.572905,0
11.115525,8.581663,0
11.114565,8.580817,0
11.187086,8.579309,0
11.394468,8.512442,0
11.3716955,8.554832,0
11.488533,8.576402,0
11.529081,8.553722,0
11.568655,8.53601,0
11.57223,8.51359,0
11.564946,8.55772,0
11.441346,8.57158,0
11.197924,8.611244,0
10.895373,8.629373,0
10.849851,8.650199,0
6.111591,9.200679,1
6.210807,9.171304,7
5.895173,8.844417,1
5.7535787,8.705185,1
5.752022,8.699469,1
5.788035,8.69125,1
5.7826223,8.642623,1
3.427226,6.6276245,1
9.1525,8.098896,1
9.256013,8.245459,9
9.323648,8.373996,7
9.3120985,8.435619,7
9.279641,8.499382,7
9.255505,8.592412,7
7.617641,9.661723,7
7.673927,9.6753,7
7.670653,9.681025,7
7.667912,9.703197,7
7.410624,9.751774,7
7.339624,9.720992,7
7.0234966,9.754433,7
6.9322596,9.743067,7
6.9451485,9.771734,7
6.9583545,9.759278,8
6.9851956,9.8606825,7
7.2234597,9.822687,7
7.947464,9.490541,7
8.521584,9.334482,7
8.664243,9.287549,7
8.703925,9.188492,7
8.71105,9.002755,7
8.554665,8.710494,7
8.288489,8.2396,7
8.054314,7.9629264,7
7.986984,7.915583,8
7.8178062,7.851643,8
7.8397503,7.8172603,8
9.901355,6.649398,8
10.271738,6.5663247,8
11.231773,6.292585,6
11.491726,6.327827,6
11.560556,6.3666563,6
11.557696,6.4172177,6
11.631926,6.4423285,9
11.686027,6.4014797,6
11.609564,6.5217366,9
9.307969,9.333964,7
9.215076,9.447307,7
1.8945447,9.956318,2
2.089198,9.731119,1
2.9996104,7.4060664,1
3.1422114,6.883072,1
2.666643,5.198327,1
2.567253,5.0417185,1
2.3860657,4.91553,1
2.1915076,4.8883834,1
-0.041600443,4.5371037,9
-0.19265357,4.565053,9
-0.31853923,4.602595,9
-0.44421783,4.59368,9
-0.4814914,4.6639194,9
-0.37987262,4.9484487,9
0.76286733,6.663238,9
0.8777752,6.8051744,9
0.83749527,6.784641,9
0.6634888,6.735225,9
0.28638345,6.665505,9
0.10974535,6.6233025,9
-0.13730344,6.7914467,9
-0.14093558,6.802776,9
-0.15401806,6.775366,9
-0.17506866,6.7766075,9
-0.19134527,6.8008003,9
-0.17954952,6.7527375,9
-0.109450966,6.618068,9
0.17408963,6.37329,9
0.86582124,6.1082826,9
1.2292316,5.7176294,1
2.1367311,5.032269,1
2.2223966,4.952651,1
2.2806566,4.976689,1
2.2163384,4.9269934,1
2.2178707,4.9302087,1
2.1959283,5.0693984,1
2.0693264,5.596632,1
0.5703603,6.5566664,9
0.4883775,6.656311,9
0.43147793,6.673866,9
0.5234824,6.663937,9
0.9680714,6.4176135,9
1.1071444,6.3629327,9
1.1140057,6.302272,9
1.032085,6.2474055,9
0.7191614,6.24406,9
0.36214328,6.4729667,9
0.084353246,6.5071216,9
-0.06454057,6.5048537,9
-0.07466165,6.3916554,9
0.027914511,6.2301507,9
0.2861916,6.0672126,9
0.64009356,6.0971756,9
0.9587159,6.2290835,9
1.167494,6.6355286,9
1.3196737,6.9324183,9
1.6780516,7.3768396,1
1.6762241,7.499591,1
1.5464857,7.4949527,1
1.2127033,7.665716,9
0.7997633,7.6911817,9
0.18522383,7.541178,9
-0.22542785,7.253028,9
-0.42315587,6.963642,9
-0.45314604,6.8116856,9
-0.12442252,6.4417815,9
0.25399116,6.022368,9
0.90003175,5.5476327,9
1.6189201,4.9840713,1
1.7694669,4.735029,1
1.8788601,4.661009,1
1.68774,4.6927466,1
1.4177877,4.8715596,1
0.5919531,5.24255,9
0.35471255,5.3533616,9
0.2774334,5.3255973,9
0.5433838,5.334706,9
1.1385645,5.278107,1
1.6332709,4.902806,1
1.8240527,4.68071,1
1.9121057,4.5514255,1
1.8972008,4.5477157,1
1.9501444,4.5598607,1
